Unnamed: 0,panoid,lat,lon,year,month,img_path,angle,type,img_name,conf,bbox
285,IMG_7635,-1.3121972222222222,36.85215,2023,2,Used/,,Self,IMG_7635,"[0.5484538078308105, 0.5287072062492371, 0.4757513701915741, 0.2844890356063843]","[[2899.31689453125, 1413.7021484375, 3737.48828125, 1832.855224609375], [0.0, 1761.3084716796875, 2102.86572265625, 2224.34033203125], [0.0, 1694.300537109375, 2931.0947265625, 2211.3154296875], [622.8455810546875, 1802.9044189453125, 2914.649658203125, 2124.154052734375]]"
300,IMG_7634,-1.3120305555555556,36.85166111111111,2023,2,Used/,,Self,IMG_7634,"[0.5491651296615601, 0.4338872730731964]","[[1039.32958984375, 1594.5157470703125, 3123.095703125, 2060.080810546875], [0.0, 1579.5113525390625, 3224.804931640625, 2246.7333984375]]"
308,IMG_7813,-1.31265,36.87093611111112,2023,2,Used/,,Self,IMG_7813,[0.43768054246902466],"[[1333.18212890625, 3389.483642578125, 3024.0, 4030.487060546875]]"
390,IMG_7839,-1.3127027777777778,36.87007777777778,2023,2,Used/,,Self,IMG_7839,"[0.6010825037956238, 0.4758600890636444]","[[43.43131637573242, 820.8114624023438, 3995.16455078125, 2025.4049072265625], [2098.240966796875, 909.2477416992188, 3994.109130859375, 1949.8580322265625]]"
391,IMG_7811,-1.312752777777778,36.87166111111111,2023,2,Used/,,Self,IMG_7811,"[0.49598991870880127, 0.39165252447128296]","[[24.555156707763672, 2303.0107421875, 2334.295166015625, 3008.27197265625], [0.0, 2026.75537109375, 3432.74267578125, 3024.0]]"
393,IMG_7805,-1.312775,36.87210833333334,2023,2,Used/,,Self,IMG_7805,"[0.556473970413208, 0.5248109102249146, 0.4435046315193176, 0.3792060315608978, 0.2872438430786133, 0.2540559768676758]","[[188.61854553222656, 2382.989990234375, 4032.0, 3012.85693359375], [1.1212645769119263, 1857.4251708984375, 722.6392211914062, 2133.307861328125], [188.2474822998047, 1720.37939453125, 4032.0, 3024.0], [1373.2288818359375, 2496.01220703125, 3235.2451171875, 3024.0], [184.62106323242188, 1757.2476806640625, 4032.0, 2555.9150390625], [1732.603759765625, 1902.623779296875, 3993.0166015625, 2488.58642578125]]"
425,IMG_7804,-1.312752777777778,36.87211666666667,2023,2,Used/,,Self,IMG_7804,"[0.6380044221878052, 0.40399858355522156, 0.2852385342121124]","[[126.80479431152344, 1921.068115234375, 3911.066650390625, 3024.0], [8.28316879272461, 1458.009765625, 1137.1512451171875, 2109.261474609375], [1405.632080078125, 1357.9864501953125, 3157.64599609375, 1862.7100830078125]]"
426,IMG_7810,-1.3127722222222222,36.87165555555556,2023,2,Used/,,Self,IMG_7810,[0.6972904801368713],"[[528.4347534179688, 1684.204833984375, 4014.41650390625, 3022.706298828125]]"
429,IMG_7838,-1.3126944444444444,36.870075,2023,2,Used/,,Self,IMG_7838,[0.6659242510795593],"[[0.0, 1741.74462890625, 3991.64208984375, 3024.0]]"
487,IMG_7730,-1.314238888888889,36.87070833333333,2023,2,Used/,,Self,IMG_7730,[0.43976718187332153],"[[0.0, 2285.8349609375, 2928.943115234375, 3024.0]]"
545,IMG_7679,-1.3154222222222225,36.86441111111111,2023,2,Used/,,Self,IMG_7679,"[0.42035073041915894, 0.32395389676094055]","[[0.0, 1945.7908935546875, 302.0855712890625, 2896.34326171875], [937.8859252929688, 1673.148681640625, 1439.6126708984375, 1988.0140380859375]]"
581,IMG_7731,-1.3142444444444443,36.87076111111112,2023,2,Used/,,Self,IMG_7731,[0.30072852969169617],"[[276.25616455078125, 2608.910888671875, 2112.749755859375, 3021.38330078125]]"
610,IMG_7733,-1.3142944444444444,36.871027777777776,2023,2,Used/,,Self,IMG_7733,[0.5471044182777405],"[[3031.303466796875, 1897.822265625, 3557.594970703125, 2304.10595703125]]"
662,IMG_7653,-1.3159527777777775,36.86167777777778,2023,2,Used/,,Self,IMG_7653,"[0.6944116353988647, 0.2500442564487457]","[[0.0, 1771.236572265625, 3749.372802734375, 2604.384765625], [8.27797794342041, 2427.8994140625, 1108.5, 2963.763916015625]]"
681,IMG_7849,-1.313008333333333,36.87141388888889,2023,2,Used/,,Self,IMG_7849,[0.45898136496543884],"[[616.6824340820312, 1769.4613037109375, 4032.0, 2687.544677734375]]"
739,IMG_6428,-1.3169111111111111,36.80070277777777,2023,2,Used/,,Self,IMG_6428,"[0.7943637371063232, 0.6295735239982605, 0.5075119733810425]","[[1602.5887451171875, 1315.6859130859375, 3053.508544921875, 2116.296630859375], [29.25074005126953, 0.0, 2312.958740234375, 1320.3175048828125], [18.106731414794922, 0.0, 2328.98388671875, 921.8816528320312]]"
822,IMG_7680,-1.315683333333333,36.86483888888889,2023,2,Used/,,Self,IMG_7680,"[0.33502742648124695, 0.32133030891418457]","[[89.52313232421875, 2503.121337890625, 4032.0, 3024.0], [990.9647827148438, 2737.781982421875, 3524.47998046875, 3023.528076171875]]"
860,IMG_6429,-1.3191194444444443,36.79295277777778,2023,2,Used/,,Self,IMG_6429,"[0.4405846893787384, 0.303337961435318, 0.2842750549316406, 0.25124669075012207]","[[226.2101287841797, 1931.3563232421875, 4032.0, 3024.0], [4.441799640655518, 2428.948974609375, 961.7028198242188, 2808.760986328125], [860.5718994140625, 2854.921875, 1710.73828125, 3021.718017578125], [0.0, 2322.46044921875, 1753.17333984375, 2956.72314453125]]"
917,IMG_7655,-1.3160361111111112,36.861755555555554,2023,2,Used/,,Self,IMG_7655,[0.5336607098579407],"[[0.0, 2346.447998046875, 3843.98583984375, 3009.810546875]]"
946,IMG_7654,-1.3160361111111112,36.861755555555554,2023,2,Used/,,Self,IMG_7654,[0.2810855805873871],"[[0.0, 2033.13916015625, 2812.1494140625, 2663.7490234375]]"
982,IMG_7734,-1.3143,36.87106111111111,2023,2,Used/,,Self,IMG_7734,[0.30211150646209717],"[[3229.775634765625, 2350.66015625, 3604.042724609375, 2784.91259765625]]"
990,IMG_7720,-1.3141111111111112,36.86969722222222,2023,2,Used/,,Self,IMG_7720,[0.6627267003059387],"[[2255.86865234375, 2356.9130859375, 3342.5751953125, 2820.36767578125]]"
1002,IMG_6427,-1.3169694444444444,36.800755555555554,2023,2,Used/,,Self,IMG_6427,"[0.41707825660705566, 0.25540876388549805]","[[645.15625, 1566.6861572265625, 4023.388427734375, 2872.60791015625], [1266.82275390625, 290.67938232421875, 2518.46875, 1884.91845703125]]"
1008,IMG_6433,-1.3181444444444443,36.79146111111111,2023,2,Used/,,Self,IMG_6433,"[0.6715855002403259, 0.3525344431400299]","[[0.45238950848579407, 2113.00537109375, 2820.22607421875, 3019.073974609375], [3188.369873046875, 2037.5611572265625, 4032.0, 3024.0]]"
1050,IMG_7842,-1.312827777777778,36.87006944444445,2023,2,Used/,,Self,IMG_7842,"[0.8507993817329407, 0.6767319440841675, 0.5404623746871948]","[[2592.323486328125, 1760.0242919921875, 4032.0, 2654.734375], [7.86307954788208, 1646.4498291015625, 2032.9957275390625, 2997.20361328125], [24.009904861450195, 2169.498291015625, 2020.60107421875, 3007.198974609375]]"
1091,IMG_7843,-1.312825,36.870063888888886,2023,2,Used/,,Self,IMG_7843,[0.8081451654434204],"[[8.352959632873535, 2080.053955078125, 1563.2578125, 3015.800048828125]]"
1136,IMG_6426,-1.3208305555555555,36.80060555555556,2023,2,Used/,,Self,IMG_6426,"[0.47813117504119873, 0.39315521717071533]","[[968.5995483398438, 1430.6502685546875, 4023.701416015625, 2623.235107421875], [1546.9598388671875, 49.81167984008789, 2748.72021484375, 1564.91796875]]"
1151,IMG_6430,-1.3186027777777778,36.793952777777776,2023,2,Used/,,Self,IMG_6430,"[0.5426275730133057, 0.2945382595062256, 0.2745833396911621]","[[43.95042037963867, 2508.162841796875, 4032.0, 3008.6474609375], [568.049072265625, 2036.5048828125, 3242.435791015625, 2383.970703125], [56.53849792480469, 1915.8787841796875, 4032.0, 2406.08447265625]]"
1194,IMG_7841,-1.3127,36.87007777777778,2023,2,Used/,,Self,IMG_7841,"[0.5297208428382874, 0.33847397565841675]","[[136.66162109375, 1860.2421875, 4032.0, 2924.11083984375], [9.19313907623291, 1652.0010986328125, 3461.446044921875, 2989.172119140625]]"
1241,IMG_7840,-1.3127,36.870075,2023,2,Used/,,Self,IMG_7840,[0.44877853989601135],"[[58.36343765258789, 815.2199096679688, 3974.570068359375, 2027.597900390625]]"
1343,IMG_7850,-1.3131694444444444,36.87131388888889,2023,2,Used/,,Self,IMG_7850,[0.47235333919525146],"[[2905.70556640625, 2088.833984375, 3735.48388671875, 2313.467529296875]]"
1369,IMG_7676,-1.3154777777777775,36.86430555555555,2023,2,Used/,,Self,IMG_7676,[0.4565931558609009],"[[0.0, 1207.939697265625, 735.0581665039062, 1510.3984375]]"
1383,IMG_7845,-1.3128388888888889,36.870152777777776,2023,2,Used/,,Self,IMG_7845,"[0.5582128167152405, 0.5241963267326355, 0.4553043246269226]","[[2518.292236328125, 670.6655883789062, 3005.870849609375, 871.8671264648438], [149.60153198242188, 1057.885986328125, 4032.0, 3024.0], [422.73828125, 1083.2322998046875, 4001.54296875, 2371.35302734375]]"
1394,river2,-1.3121027777777778,36.87036111111111,2023,2,Used/,,Self,river2,"[0.6759361028671265, 0.6617048978805542, 0.378874272108078]","[[5.690148830413818, 1417.8419189453125, 2076.3232421875, 3024.0], [2190.06396484375, 1730.1224365234375, 3331.900146484375, 2539.0732421875], [0.9509215950965881, 2078.10693359375, 2043.1710205078125, 2999.577392578125]]"
1482,IMG_7853,-1.3130722222222222,36.87148888888889,2023,2,Used/,,Self,IMG_7853,[0.3324667811393738],"[[1303.009765625, 2576.7001953125, 2330.336181640625, 3024.0]]"
1524,IMG_7846,-1.3128305555555555,36.87018888888889,2023,2,Used/,,Self,IMG_7846,[0.4780203104019165],"[[8.998859405517578, 44.48759460449219, 1475.2630615234375, 2170.030029296875]]"
1566,IMG_8340,-1.2678527777777775,36.99131388888889,2023,2,Used/,,Self,IMG_8340,[0.8273463845252991],"[[16.823198318481445, 2054.167724609375, 2293.308349609375, 3009.231689453125]]"
1580,IMG_6487,-1.3058444444444446,36.78559722222222,2023,2,Used/,,Self,IMG_6487,"[0.4503428339958191, 0.32582899928092957, 0.2773294150829315]","[[2315.45166015625, 2197.2099609375, 2718.7607421875, 2573.287353515625], [0.0, 2242.166015625, 2611.468017578125, 2930.230224609375], [14.783697128295898, 2216.906494140625, 1638.5498046875, 2878.121337890625]]"
1627,IMG_7821,-1.312175,36.87031111111112,2023,2,Used/,,Self,IMG_7821,"[0.40982913970947266, 0.2529064118862152]","[[0.0, 1307.0040283203125, 3284.2939453125, 3024.0], [0.0, 1709.5828857421875, 3349.120849609375, 3018.783935546875]]"
1631,IMG_7809,-1.3127805555555556,36.871658333333336,2023,2,Used/,,Self,IMG_7809,[0.6819223761558533],"[[623.1362915039062, 1977.47802734375, 4021.255859375, 3016.110107421875]]"
1673,IMG_7820,-1.3121805555555557,36.87030277777778,2023,2,Used/,,Self,IMG_7820,[0.5044659376144409],"[[0.7267455458641052, 1642.453857421875, 3054.5478515625, 3020.26806640625]]"
1722,IMG_6486,-1.3058222222222222,36.78551944444444,2023,2,Used/,,Self,IMG_6486,[0.3071010410785675],"[[3316.4072265625, 2125.848388671875, 3746.5361328125, 2310.500244140625]]"
1768,IMG_7822,-1.312125,36.87033888888889,2023,2,Used/,,Self,IMG_7822,"[0.7038653492927551, 0.6757718920707703]","[[3.6058499813079834, 1517.8780517578125, 1397.4114990234375, 3017.32763671875], [1396.330810546875, 1705.29345703125, 2563.305908203125, 2501.602783203125]]"
1817,IMG_7823,-1.3121027777777778,36.87036111111111,2023,2,Used/,,Self,IMG_7823,"[0.6759361028671265, 0.6617048978805542, 0.378874272108078]","[[5.690148830413818, 1417.8419189453125, 2076.3232421875, 3024.0], [2190.06396484375, 1730.1224365234375, 3331.900146484375, 2539.0732421875], [0.9509215950965881, 2078.10693359375, 2043.1710205078125, 2999.577392578125]]"
1887,Animal,-1.3127027777777778,36.87007777777778,2023,2,Used/,,Self,Animal,"[0.6010825037956238, 0.4758600890636444]","[[43.43131637573242, 820.8114624023438, 3995.16455078125, 2025.4049072265625], [2098.240966796875, 909.2477416992188, 3994.109130859375, 1949.8580322265625]]"
1913,IMG_7827,-1.3121027777777778,36.87036388888889,2023,2,Used/,,Self,IMG_7827,[0.7086594700813293],"[[1503.0753173828125, 1318.9124755859375, 4032.0, 3024.0]]"
1943,IMG_8526,-1.2694944444444445,36.99388611111111,2023,2,Used/,,Self,IMG_8526,[0.6144188642501831],"[[63.24647521972656, 2254.654296875, 1359.34033203125, 2593.84228515625]]"
1950,IMG_7826,-1.3121027777777778,36.87036388888889,2023,2,Used/,,Self,IMG_7826,"[0.7182700037956238, 0.6394188404083252]","[[0.0, 1172.1436767578125, 1740.6396484375, 3024.0], [1884.4862060546875, 1489.1451416015625, 2953.14990234375, 2252.771728515625]]"
2001,IMG_8487,-1.2784694444444444,37.03665833333333,2023,2,Used/,,Self,IMG_8487,"[0.7529041171073914, 0.31886303424835205]","[[2352.484619140625, 1750.988525390625, 4008.41552734375, 2277.67138671875], [182.2420196533203, 1779.3775634765625, 4032.0, 2538.077880859375]]"
2049,IMG_7818,-1.3121833333333337,36.870266666666666,2023,2,Used/,,Self,IMG_7818,"[0.5804173350334167, 0.5427423119544983, 0.2514213025569916]","[[106.47438049316406, 1900.5965576171875, 3908.772216796875, 3011.15771484375], [1.677282691001892, 1882.880126953125, 1217.57373046875, 2215.643798828125], [2218.1259765625, 2272.078125, 3999.010986328125, 3021.32080078125]]"
2053,IMG_7824,-1.3121027777777778,36.87036388888889,2023,2,Used/,,Self,IMG_7824,"[0.34832632541656494, 0.30171093344688416, 0.25273367762565613]","[[437.92535400390625, 1803.3848876953125, 4030.45947265625, 3018.444580078125], [0.0, 1672.6331787109375, 1721.751953125, 3015.270263671875], [0.0, 1528.977294921875, 1781.8048095703125, 2555.054443359375]]"
2087,IMG_7825,-1.3121027777777778,36.87036388888889,2023,2,Used/,,Self,IMG_7825,"[0.7546178698539734, 0.5136751532554626, 0.45522767305374146]","[[0.0, 1348.8570556640625, 1773.1123046875, 3021.138671875], [1945.8209228515625, 1677.0638427734375, 3137.88671875, 2457.520263671875], [31.644962310791016, 1838.0772705078125, 1791.143310546875, 3024.0]]"
2092,IMG_7819,-1.3121805555555557,36.870266666666666,2023,2,Used/,,Self,IMG_7819,[0.8049848079681396],"[[2530.420654296875, 1962.8236083984375, 3999.309326171875, 2288.26025390625]]"
