,panoid,lat,lon,year,month,img_path,angle,type,img_name,conf,bbox
38,IMG_0809,-1.3735444444444445,36.769213888888885,2023,2,Used/,,Self,IMG_0809,[],[]
39,IMG_6288,-1.259961111111111,36.836666666666666,2023,2,Used/,,Self,IMG_6288,[],[]
40,IMG_7196,-1.2869555555555554,36.80060555555556,2023,2,Used/,,Self,IMG_7196,[],[]
41,IMG_7828,-1.3121055555555556,36.87036111111111,2023,2,Used/,,Self,IMG_7828,[],[]
42,IMG_7182,-1.288333333333333,36.79842222222222,2023,2,Used/,,Self,IMG_7182,[],[]
43,IMG_7169,-1.2897055555555554,36.79776388888889,2023,2,Used/,,Self,IMG_7169,[0.5590984225273132],"[[1534.6220703125, 2255.146484375, 2174.85107421875, 2531.166748046875]]"
44,IMG_6277,-1.2632555555555556,36.83839444444445,2023,2,Used/,,Self,IMG_6277,[],[]
45,IMG_6511,-1.304936111111111,36.7878,2023,2,Used/,,Self,IMG_6511,[],[]
46,IMG_6505,-1.3055361111111112,36.787619444444445,2023,2,Used/,,Self,IMG_6505,[],[]
47,IMG_8528,-1.2693055555555557,36.99356111111111,2023,2,Used/,,Self,IMG_8528,[],[]
48,IMG_6263,-1.2710055555555555,36.82926111111112,2023,2,Used/,,Self,IMG_6263,[],[]
49,IMG_7155,-1.289655555555555,36.79624166666667,2023,2,Used/,,Self,IMG_7155,[],[]
50,IMG_8266,-1.2802361111111111,36.964775,2023,2,Used/,,Self,IMG_8266,[],[]
51,IMG_7633,-1.3119583333333331,36.85140555555556,2023,2,Used/,,Self,IMG_7633,"[0.42293015122413635, 0.34717702865600586, 0.27591782808303833]","[[612.3092651367188, 1730.2568359375, 4032.0, 2406.26171875], [1729.0291748046875, 1743.9771728515625, 3320.668212890625, 2391.3466796875], [1590.103515625, 1715.274169921875, 4032.0, 2402.70654296875]]"
52,IMG_8500,-1.2772416666666666,37.02365555555556,2023,2,Used/,,Self,IMG_8500,[0.2576245367527008],"[[0.0, 2171.93212890625, 3203.4521484375, 2870.50244140625]]"
53,IMG_6539,-1.2980944444444442,36.788075,2023,2,Used/,,Self,IMG_6539,[],[]
54,IMG_7627,-1.3003472222222223,36.83722777777778,2023,2,Used/,,Self,IMG_7627,[],[]
55,IMG_8514,-1.275283333333333,37.003875,2023,2,Used/,,Self,IMG_8514,[],[]
56,IMG_7141,-1.2960027777777776,36.79541111111111,2023,2,Used/,,Self,IMG_7141,[],[]
57,IMG_8272,-1.2789638888888888,36.96742777777778,2023,2,Used/,,Self,IMG_8272,[0.4795902967453003],"[[1245.7457275390625, 1888.748291015625, 1798.45458984375, 2073.869140625]]"
58,IMG_8515,-1.2740361111111111,37.00127777777778,2023,2,Used/,,Self,IMG_8515,[],[]
59,IMG_7626,-1.299811111111111,36.83710833333333,2023,2,Used/,,Self,IMG_7626,[],[]
60,IMG_6538,-1.2982777777777776,36.788066666666666,2023,2,Used/,,Self,IMG_6538,[],[]
61,IMG_8273,-1.278761111111111,36.96776111111112,2023,2,Used/,,Self,IMG_8273,[],[]
62,IMG_7140,-1.296086111111111,36.79543333333333,2023,2,Used/,,Self,IMG_7140,[],[]
63,IMG_8267,-1.2799222222222222,36.96553611111111,2023,2,Used/,,Self,IMG_8267,[],[]
64,IMG_7154,-1.2897888888888889,36.796188888888885,2023,2,Used/,,Self,IMG_7154,[],[]
65,IMG_8501,-1.2769388888888888,37.02003055555556,2023,2,Used/,,Self,IMG_8501,[],[]
66,IMG_7632,-1.3119166666666666,36.85130277777778,2023,2,Used/,,Self,IMG_7632,[0.6772720813751221],"[[6.4162211418151855, 1555.5003662109375, 832.9688720703125, 1974.977294921875]]"
67,IMG_8529,-1.269172222222222,36.99336944444445,2023,2,Used/,,Self,IMG_8529,[],[]
68,IMG_6504,-1.305725,36.78754444444444,2023,2,Used/,,Self,IMG_6504,[],[]
69,IMG_6262,-1.2712222222222225,36.828919444444445,2023,2,Used/,,Self,IMG_6262,[],[]
70,IMG_6276,-1.2635722222222223,36.837872222222224,2023,2,Used/,,Self,IMG_6276,[],[]
71,IMG_7168,-1.289672222222222,36.79765277777778,2023,2,Used/,,Self,IMG_7168,[0.6493216753005981],"[[2314.883056640625, 2565.239990234375, 4024.29248046875, 2996.4638671875]]"
72,IMG_6510,-1.3050388888888889,36.78776388888889,2023,2,Used/,,Self,IMG_6510,[],[]
73,IMG_7183,-1.2876138888888888,36.79861388888889,2023,2,Used/,,Self,IMG_7183,[],[]
74,IMG_7197,-1.28755,36.80258055555555,2023,2,Used/,,Self,IMG_7197,[],[]
75,IMG_6289,-1.2597138888888888,36.836288888888895,2023,2,Used/,,Self,IMG_6289,"[0.31092461943626404, 0.2812096178531647]","[[1.277380347251892, 2575.65185546875, 1996.457763671875, 3021.925537109375], [127.60191345214844, 2397.10302734375, 4032.0, 3018.017578125]]"
76,IMG_7829,-1.3121222222222222,36.87036111111111,2023,2,Used/,,Self,IMG_7829,"[0.48911479115486145, 0.46020764112472534, 0.2603490650653839]","[[1023.4224243164062, 1789.8680419921875, 3053.645751953125, 3024.0], [3401.654052734375, 1752.25244140625, 4025.3056640625, 3019.709716796875], [2405.968017578125, 1780.7939453125, 3188.053466796875, 2152.369384765625]]"
77,IMG_7801,-1.31275,36.87213611111111,2023,2,Used/,,Self,IMG_7801,"[0.3955996036529541, 0.3374100625514984, 0.29494524002075195]","[[10.367467880249023, 5.576330184936523, 4024.499267578125, 2142.672119140625], [38.95702362060547, 4.890920639038086, 4014.424072265625, 1295.27783203125], [73.23749542236328, 827.742431640625, 4032.0, 2310.466552734375]]"
78,IMG_0808,-1.3727222222222222,36.76889722222222,2023,2,Used/,,Self,IMG_0808,[],[]
79,IMG_8298,-1.2662166666666668,36.98101388888889,2023,2,Used/,,Self,IMG_8298,[0.36049631237983704],"[[39.915252685546875, 2835.52001953125, 1012.8706665039062, 3020.576171875]]"
80,IMG_7815,-1.3127305555555555,36.87069722222223,2023,2,Used/,,Self,IMG_7815,"[0.5733850598335266, 0.4567793309688568]","[[0.0, 2105.526123046875, 2546.60595703125, 3013.928466796875], [2726.2109375, 2646.629150390625, 4028.520751953125, 3017.28564453125]]"
81,IMG_7342,-1.289597222222222,36.79810555555555,2023,2,Used/,,Self,IMG_7342,[],[]
82,IMG_8071,-1.2948694444444444,36.813538888888885,2023,2,Used/,,Self,IMG_8071,[],[]
83,IMG_8717,-1.2192833333333335,36.662952777777775,2023,2,Used/,,Self,IMG_8717,[],[]
84,IMG_8703,-1.239988888888889,36.665725,2023,2,Used/,,Self,IMG_8703,[],[]
85,IMG_7356,-1.2939305555555554,36.79987222222222,2023,2,Used/,,Self,IMG_7356,[],[]
86,IMG_8065,-1.295436111111111,36.80943611111111,2023,2,Used/,,Self,IMG_8065,[],[]
87,IMG_8059,-1.2970805555555551,36.80679444444444,2023,2,Used/,,Self,IMG_8059,[],[]
88,IMG_7381,-1.2977638888888887,36.80304444444444,2023,2,Used/,,Self,IMG_7381,[],[]
89,IMG_7395,-1.2983333333333331,36.80111111111111,2023,2,Used/,,Self,IMG_7395,[],[]
90,IMG_7236,-1.2787694444444444,36.803825,2023,2,Used/,,Self,IMG_7236,[],[]
91,IMG_8105,-1.3179277777777778,36.835794444444446,2023,2,Used/,,Self,IMG_8105,[],[]
92,IMG_8663,-1.308652777777778,36.72634722222222,2023,2,Used/,,Self,IMG_8663,[],[]
93,IMG_8677,-1.288186111111111,36.68273611111111,2023,2,Used/,,Self,IMG_8677,[],[]
94,IMG_7222,-1.2795138888888888,36.806955555555554,2023,2,Used/,,Self,IMG_7222,[],[]
95,IMG_8111,-1.3215472222222222,36.84203611111111,2023,2,Used/,,Self,IMG_8111,[],[]
96,IMG_8139,-1.3296083333333333,36.87215555555556,2023,2,Used/,,Self,IMG_8139,[],[]
97,IMG_6869,-1.3343972222222222,36.77933055555555,2023,2,Used/,,Self,IMG_6869,"[0.7364703416824341, 0.38122856616973877, 0.27494925260543823]","[[891.9136962890625, 1397.9666748046875, 1478.7576904296875, 1792.7659912109375], [351.3841857910156, 2241.47900390625, 4014.565673828125, 2828.78173828125], [77.05848693847656, 2311.8515625, 3989.67626953125, 2944.40771484375]]"
98,IMG_8688,-1.2714694444444443,36.662752777777776,2023,2,Used/,,Self,IMG_8688,[],[]
99,IMG_8461,-1.2822055555555556,37.06131388888888,2023,2,Used/,,Self,IMG_8461,[],[]
100,IMG_8307,-1.264113888888889,36.982594444444445,2023,2,Used/,,Self,IMG_8307,[],[]
101,IMG_7034,-1.3159361111111112,36.788783333333335,2023,2,Used/,,Self,IMG_7034,[],[]
102,IMG_8313,-1.2645277777777777,36.98430555555556,2023,2,Used/,,Self,IMG_8313,[0.6158798336982727],"[[2209.6845703125, 2584.5595703125, 3444.916748046875, 2842.66943359375]]"
103,IMG_7020,-1.3374194444444445,36.77393611111111,2023,2,Used/,,Self,IMG_7020,[],[]
104,IMG_6458,-1.3090416666666669,36.782694444444445,2023,2,Used/,,Self,IMG_6458,[],[]
105,IMG_8475,-1.2796999999999998,37.04845833333333,2023,2,Used/,,Self,IMG_8475,[],[]
106,IMG_7746,-1.3149111111111111,36.87208055555556,2023,2,Used/,,Self,IMG_7746,[],[]
107,IMG_6470,-1.3066111111111112,36.78337222222222,2023,2,Used/,,Self,IMG_6470,[0.4545265734195709],"[[959.6173706054688, 2268.235595703125, 2088.010986328125, 2464.76025390625]]"
108,IMG_7008,-1.342275,36.76730555555555,2023,2,Used/,,Self,IMG_7008,[],[]
109,IMG_0767,-1.343511111111111,36.766533333333335,2023,2,Used/,,Self,IMG_0767,[],[]
110,IMG_6316,-1.2336583333333333,36.80325277777777,2023,2,Used/,,Self,IMG_6316,[],[]
111,IMG_0773,-1.347247222222222,36.76517222222222,2023,2,Used/,,Self,IMG_0773,[],[]
112,IMG_6302,-1.2522055555555556,36.82864722222222,2023,2,Used/,,Self,IMG_6302,[],[]
113,IMG_6464,-1.3069388888888889,36.78382222222222,2023,2,Used/,,Self,IMG_6464,[],[]
114,IMG_8449,-1.2797611111111111,37.04963611111111,2023,2,Used/,,Self,IMG_8449,[],[]
115,IMG_7791,-1.3132666666666668,36.87263611111111,2023,2,Used/,,Self,IMG_7791,[],[]
116,IMG_0798,-1.365313888888889,36.76649722222222,2023,2,Used/,,Self,IMG_0798,[],[]
117,IMG_8488,-1.2784555555555557,37.036544444444445,2023,2,Used/,,Self,IMG_8488,"[0.44633373618125916, 0.3695032596588135, 0.3311441242694855, 0.31117933988571167]","[[318.666015625, 1794.4901123046875, 4026.871826171875, 2682.952880859375], [0.3006957769393921, 2002.6181640625, 1806.4549560546875, 2886.1708984375], [1781.979736328125, 1770.1337890625, 4022.621826171875, 2599.883544921875], [1927.6552734375, 1748.66015625, 4004.59814453125, 2252.341064453125]]"
118,IMG_7793,-1.3132555555555556,36.8726,2023,2,Used/,,Self,IMG_7793,[],[]
119,IMG_6499,-1.3062027777777778,36.787052777777774,2023,2,Used/,,Self,IMG_6499,[],[]
120,IMG_6314,-1.2404611111111112,36.81297222222222,2023,2,Used/,,Self,IMG_6314,[],[]
121,IMG_0765,-1.3425333333333334,36.76698611111111,2023,2,Used/,,Self,IMG_0765,[],[]
122,IMG_8339,-1.2676888888888889,36.99104444444445,2023,2,Used/,,Self,IMG_8339,[],[]
123,IMG_6472,-1.3064,36.78366388888889,2023,2,Used/,,Self,IMG_6472,"[0.5373325347900391, 0.39347395300865173, 0.257816344499588]","[[0.0, 2126.306396484375, 1876.8980712890625, 3024.0], [337.1687927246094, 2383.14013671875, 4022.02294921875, 3002.6904296875], [1894.940185546875, 2402.99609375, 4026.32275390625, 3024.0]]"
124,IMG_6466,-1.3068222222222223,36.78303888888889,2023,2,Used/,,Self,IMG_6466,[],[]
125,IMG_6300,-1.2555305555555556,36.83241944444445,2023,2,Used/,,Self,IMG_6300,[],[]
126,IMG_0771,-1.3460527777777778,36.76558888888889,2023,2,Used/,,Self,IMG_0771,[],[]
127,IMG_6328,-1.2329305555555556,36.80314722222222,2023,2,Used/,,Self,IMG_6328,[],[]
128,IMG_0759,-1.3420555555555556,36.76299722222223,2023,2,Used/,,Self,IMG_0759,[],[]
129,IMG_8305,-1.264775,36.982108333333336,2023,2,Used/,,Self,IMG_8305,[],[]
130,IMG_7036,-1.3155444444444444,36.78909444444445,2023,2,Used/,,Self,IMG_7036,[0.4598519504070282],"[[158.25750732421875, 1417.109619140625, 4032.0, 2137.59033203125]]"
131,IMG_8463,-1.2825305555555555,37.062977777777775,2023,2,Used/,,Self,IMG_8463,[],[]
132,IMG_8477,-1.2794027777777777,37.04583333333333,2023,2,Used/,,Self,IMG_8477,[0.30204537510871887],"[[137.64561462402344, 2467.84423828125, 4032.0, 3024.0]]"
133,IMG_7744,-1.314661111111111,36.87193611111111,2023,2,Used/,,Self,IMG_7744,[],[]
134,IMG_8311,-1.2643694444444444,36.98368611111111,2023,2,Used/,,Self,IMG_8311,[],[]
135,IMG_7022,-1.336822222222222,36.775055555555554,2023,2,Used/,,Self,IMG_7022,[],[]
136,IMG_7208,-1.285147222222222,36.805213888888886,2023,2,Used/,,Self,IMG_7208,[],[]
137,IMG_8649,-1.305913888888889,36.74205277777778,2023,2,Used/,,Self,IMG_8649,[],[]
138,IMG_8661,-1.3103694444444445,36.72813055555556,2023,2,Used/,,Self,IMG_8661,[0.3609634339809418],"[[416.1814270019531, 2375.125244140625, 4020.95556640625, 3010.678466796875]]"
139,IMG_7234,-1.2787694444444444,36.80396944444444,2023,2,Used/,,Self,IMG_7234,[],[]
140,IMG_8107,-1.3190222222222223,36.83763611111112,2023,2,Used/,,Self,IMG_8107,[],[]
141,IMG_7220,-1.2800194444444444,36.80713333333333,2023,2,Used/,,Self,IMG_7220,[],[]
142,IMG_8113,-1.322622222222222,36.84410277777778,2023,2,Used/,,Self,IMG_8113,[0.30791133642196655],"[[2395.095703125, 2027.259521484375, 2906.52001953125, 2197.107177734375]]"
143,IMG_6880,-1.3644,36.74620555555556,2023,2,Used/,,Self,IMG_6880,[],[]
144,IMG_8675,-1.2915027777777777,36.68499444444444,2023,2,Used/,,Self,IMG_8675,[],[]
145,IMG_8098,-1.312561111111111,36.83015833333334,2023,2,Used/,,Self,IMG_8098,[],[]
146,IMG_7383,-1.2980833333333333,36.803177777777776,2023,2,Used/,,Self,IMG_7383,[],[]
147,IMG_7397,-1.29845,36.80040555555555,2023,2,Used/,,Self,IMG_7397,[],[]
148,IMG_8729,-1.0141583333333333,36.60085277777778,2023,2,Used/,,Self,IMG_8729,[],[]
149,IMG_7368,-1.2951388888888888,36.80258611111111,2023,2,Used/,,Self,IMG_7368,[0.31087803840637207],"[[2694.16357421875, 2014.192626953125, 4032.0, 2227.324462890625]]"
150,IMG_8715,-1.2254083333333334,36.66381944444444,2023,2,Used/,,Self,IMG_8715,[],[]
151,IMG_7340,-1.2892944444444443,36.79821111111111,2023,2,Used/,,Self,IMG_7340,[],[]
152,IMG_8073,-1.294336111111111,36.81443333333333,2023,2,Used/,,Self,IMG_8073,[0.4418635070323944],"[[2.29732346534729, 821.36474609375, 939.2029418945312, 1601.4554443359375]]"
153,IMG_7354,-1.2918888888888889,36.79916388888888,2023,2,Used/,,Self,IMG_7354,[],[]
154,IMG_8067,-1.2945555555555557,36.81105,2023,2,Used/,,Self,IMG_8067,[],[]
155,IMG_8701,-1.2413277777777778,36.66553611111111,2023,2,Used/,,Self,IMG_8701,[],[]
156,IMG_7803,-1.312738888888889,36.87212777777778,2023,2,Used/,,Self,IMG_7803,"[0.7000468373298645, 0.43124920129776, 0.3883921205997467]","[[38.42100143432617, 1754.552978515625, 3969.56201171875, 3024.0], [1819.1710205078125, 1192.3878173828125, 3376.50146484375, 1679.92529296875], [0.0, 1288.5369873046875, 1364.7547607421875, 1911.27490234375]]"
157,IMG_7817,-1.3121833333333337,36.87025555555556,2023,2,Used/,,Self,IMG_7817,"[0.6740372776985168, 0.34435129165649414]","[[1.791581630706787, 1695.39892578125, 1492.0201416015625, 3024.0], [522.8976440429688, 1685.5126953125, 1421.5826416015625, 1942.7484130859375]]"
158,IMG_7181,-1.288333333333333,36.79842222222222,2023,2,Used/,,Self,IMG_7181,[],[]
159,IMG_7195,-1.2869138888888887,36.80044166666666,2023,2,Used/,,Self,IMG_7195,[],[]
160,IMG_6260,-1.2716444444444444,36.82822777777778,2023,2,Used/,,Self,IMG_6260,[],[]
161,IMG_6506,-1.3054666666666668,36.787638888888885,2023,2,Used/,,Self,IMG_6506,[],[]
162,IMG_7618,-1.2911833333333331,36.81981666666667,2023,2,Used/,,Self,IMG_7618,[],[]
163,IMG_6512,-1.3047777777777778,36.78789722222222,2023,2,Used/,,Self,IMG_6512,[],[]
164,IMG_8259,-1.2822194444444444,36.96094166666667,2023,2,Used/,,Self,IMG_8259,[],[]
165,IMG_6274,-1.2644194444444443,36.83669444444445,2023,2,Used/,,Self,IMG_6274,[0.4088706076145172],"[[1.017924427986145, 2162.679443359375, 554.7169189453125, 2393.760009765625]]"
166,IMG_8271,-1.2791527777777778,36.96710555555556,2023,2,Used/,,Self,IMG_8271,[],[]
167,IMG_7142,-1.295811111111111,36.79536111111111,2023,2,Used/,,Self,IMG_7142,[],[]
168,IMG_8517,-1.2733805555555555,37.00023611111112,2023,2,Used/,,Self,IMG_8517,[],[]
169,IMG_7624,-1.299786111111111,36.83690555555556,2023,2,Used/,,Self,IMG_7624,[],[]
170,IMG_8503,-1.276536111111111,37.01580833333333,2023,2,Used/,,Self,IMG_8503,[],[]
171,IMG_7630,-1.3120805555555557,36.850947222222224,2023,2,Used/,,Self,IMG_7630,"[0.5774234533309937, 0.5351155400276184]","[[0.0, 1607.4906005859375, 3521.56591796875, 2245.2001953125], [0.0, 1754.63525390625, 1970.93701171875, 2298.065185546875]]"
172,IMG_8265,-1.280461111111111,36.964288888888895,2023,2,Used/,,Self,IMG_8265,[0.2774417996406555],"[[2448.835693359375, 1833.5179443359375, 3008.302978515625, 2057.11865234375]]"
173,IMG_7156,-1.2894277777777776,36.79624166666667,2023,2,Used/,,Self,IMG_7156,[],[]
174,IMG_0639,-1.2992638888888888,36.77433888888888,2023,2,Used/,,Self,IMG_0639,[],[]
175,IMG_6248,-1.2750055555555555,36.82363055555556,2023,2,Used/,,Self,IMG_6248,[],[]
176,IMG_7631,-1.3117138888888888,36.85075,2023,2,Used/,,Self,IMG_7631,[0.6642181873321533],"[[34.51906967163086, 913.4088134765625, 3042.078125, 1863.30029296875]]"
177,IMG_8502,-1.2766388888888889,37.01695,2023,2,Used/,,Self,IMG_8502,[],[]
178,IMG_6249,-1.2749055555555555,36.82377222222223,2023,2,Used/,,Self,IMG_6249,[],[]
179,IMG_0638,-1.2991722222222222,36.774391666666666,2023,2,Used/,,Self,IMG_0638,[0.38649386167526245],"[[2183.0517578125, 2040.9622802734375, 3085.692138671875, 2373.037353515625]]"
180,IMG_7157,-1.2894,36.79625,2023,2,Used/,,Self,IMG_7157,[],[]
181,IMG_8264,-1.2806472222222225,36.96390555555556,2023,2,Used/,,Self,IMG_8264,[],[]
182,IMG_7143,-1.2957638888888887,36.79535555555555,2023,2,Used/,,Self,IMG_7143,[],[]
183,IMG_8270,-1.279388888888889,36.96666388888889,2023,2,Used/,,Self,IMG_8270,[],[]
184,IMG_7625,-1.299688888888889,36.83693611111112,2023,2,Used/,,Self,IMG_7625,[],[]
185,IMG_8516,-1.273863888888889,37.00098333333333,2023,2,Used/,,Self,IMG_8516,[],[]
186,IMG_6513,-1.3047555555555557,36.78793611111111,2023,2,Used/,,Self,IMG_6513,[],[]
187,IMG_6275,-1.2638666666666667,36.837447222222224,2023,2,Used/,,Self,IMG_6275,[],[]
188,IMG_8258,-1.282433333333333,36.96058888888889,2023,2,Used/,,Self,IMG_8258,[0.33468201756477356],"[[796.1613159179688, 2112.76806640625, 1171.083984375, 2463.22900390625]]"
189,IMG_6261,-1.271536111111111,36.8284,2023,2,Used/,,Self,IMG_6261,[],[]
190,IMG_7619,-1.2977277777777776,36.82960833333334,2023,2,Used/,,Self,IMG_7619,[],[]
191,IMG_6507,-1.3053333333333337,36.78768611111111,2023,2,Used/,,Self,IMG_6507,[],[]
192,IMG_7194,-1.2868638888888888,36.800244444444445,2023,2,Used/,,Self,IMG_7194,[],[]
193,IMG_7180,-1.288436111111111,36.79839722222222,2023,2,Used/,,Self,IMG_7180,[],[]
194,IMG_7816,-1.312186111111111,36.87022777777778,2023,2,Used/,,Self,IMG_7816,"[0.7148358821868896, 0.6324650645256042, 0.3194150924682617]","[[0.0, 1461.03271484375, 1505.813232421875, 3024.0], [2145.196044921875, 1250.8358154296875, 2719.142822265625, 1818.2437744140625], [554.73779296875, 1552.1365966796875, 1411.097900390625, 1769.8011474609375]]"
195,IMG_7802,-1.3127472222222225,36.87213055555556,2023,2,Used/,,Self,IMG_7802,"[0.37289828062057495, 0.3156052529811859]","[[10.118682861328125, 0.0, 4024.318603515625, 2033.3548583984375], [36.14655685424805, 2.693572759628296, 4014.890869140625, 1279.6063232421875]]"
196,IMG_8066,-1.2950277777777777,36.810294444444445,2023,2,Used/,,Self,IMG_8066,[],[]
197,IMG_7355,-1.2921944444444444,36.79931666666666,2023,2,Used/,,Self,IMG_7355,[],[]
198,IMG_8700,-1.2424222222222223,36.66532222222222,2023,2,Used/,,Self,IMG_8700,[],[]
199,IMG_8714,-1.2265444444444449,36.663980555555554,2023,2,Used/,,Self,IMG_8714,[],[]
200,IMG_8072,-1.2947277777777777,36.81386388888889,2023,2,Used/,,Self,IMG_8072,[],[]
201,IMG_7341,-1.289561111111111,36.79811111111111,2023,2,Used/,,Self,IMG_7341,[],[]
202,IMG_7369,-1.2952388888888888,36.80261111111111,2023,2,Used/,,Self,IMG_7369,[],[]
203,IMG_8728,-1.0142083333333334,36.60087777777778,2023,2,Used/,,Self,IMG_8728,[],[]
204,IMG_7396,-1.2983694444444442,36.80086388888888,2023,2,Used/,,Self,IMG_7396,[],[]
205,IMG_7382,-1.2979833333333333,36.803177777777776,2023,2,Used/,,Self,IMG_7382,[],[]
206,IMG_8099,-1.3151555555555556,36.83177222222223,2023,2,Used/,,Self,IMG_8099,[],[]
207,IMG_8112,-1.3219944444444445,36.84287777777778,2023,2,Used/,,Self,IMG_8112,[],[]
208,IMG_7221,-1.279758333333333,36.80706388888888,2023,2,Used/,,Self,IMG_7221,[],[]
209,IMG_8674,-1.2940277777777776,36.68714722222222,2023,2,Used/,,Self,IMG_8674,[],[]
210,IMG_8660,-1.3099694444444443,36.72677222222222,2023,2,Used/,,Self,IMG_8660,[],[]
211,IMG_8106,-1.3182055555555556,36.83624722222223,2023,2,Used/,,Self,IMG_8106,[],[]
212,IMG_7235,-1.2787722222222222,36.80389722222222,2023,2,Used/,,Self,IMG_7235,[],[]
213,IMG_8648,-1.3055694444444446,36.74336944444445,2023,2,Used/,,Self,IMG_8648,[],[]
214,IMG_7209,-1.2850555555555554,36.80528888888889,2023,2,Used/,,Self,IMG_7209,[],[]
215,IMG_7745,-1.3147777777777778,36.87201944444445,2023,2,Used/,,Self,IMG_7745,[],[]
216,IMG_8476,-1.2795944444444445,37.04749722222222,2023,2,Used/,,Self,IMG_8476,[0.5667734146118164],"[[4.415844440460205, 2142.41796875, 1633.248779296875, 2626.30859375]]"
217,IMG_7023,-1.3294638888888888,36.78012222222222,2023,2,Used/,,Self,IMG_7023,[],[]
