panoid,lat,lon,year,month,img_path,Yo,ang,LLM,img_name
0XuvkkKP9iUWeNFpmGuq5g,-1.361153243520335,36.67090761074267,2018.0,4.0,0/x/,0.288863,0,1,0XuvkkKP9iUWeNFpmGuq5g_0
0mfbSdsf2EYWBxyMCN-Z6w,-1.27087073952961,36.99580552514894,2018.0,2.0,0/m/,0.42136717,0,1,0mfbSdsf2EYWBxyMCN-Z6w_0
0mvUSxprk01Axiap9GnqFA,-1.320026449643144,36.79376910826599,2018.0,3.0,0/m/,0.28140137,0,1,0mvUSxprk01Axiap9GnqFA_0
0nENy-gObtH3ULe_6gHYeA,-1.365486875731934,36.93985866490998,2021.0,8.0,0/N/,0.3327933,0,1,0nENy-gObtH3ULe_6gHYeA_0
10KQe7QwZD8ZpEEB-a_DSg,-1.304301636645316,36.90572420290042,2021.0,8.0,1/0/,0.26815912,0,1,10KQe7QwZD8ZpEEB-a_DSg_0
1516LCV-ahcVNTHohHzkLA,-1.217546495460102,36.89522122555352,2018.0,2.0,1/5/,0.39152455,0,1,1516LCV-ahcVNTHohHzkLA_0
1SKp32GIWDotjtP3BWV0mQ,-1.251889678402188,36.71639662249427,2021.0,8.0,1/s/,0.4773469,0,1,1SKp32GIWDotjtP3BWV0mQ_0
1UlGKxBT4cLDMFB2Ge-VUg,-1.282196520645542,36.94913017791188,2021.0,8.0,1/U/,0.5133723,0,1,1UlGKxBT4cLDMFB2Ge-VUg_0
1Xr_fZZVXlGaQ_6RQQTmEw,-1.314062391131858,36.91011154071823,2021.0,7.0,1/x/,0.3057117,0,1,1Xr_fZZVXlGaQ_6RQQTmEw_0
1qC6c0pJ30cidY3bTiyASA,-1.307234067264429,36.83079982863971,2018.0,1.0,1/Q/,0.3406964,0,1,1qC6c0pJ30cidY3bTiyASA_0
1wpL3i24BDCAD7GDhUsKnA,-1.352331301385249,36.94043035744784,2018.0,4.0,1/w/,0.36216363,0,1,1wpL3i24BDCAD7GDhUsKnA_0
2920AItHAXrZPh63Y1eFNA,-1.277443281210918,36.85073933241013,2018.0,2.0,2/9/,0.2879642,0,1,2920AItHAXrZPh63Y1eFNA_0
2CJJV6qEkcfSMqT_OOuTrw,-1.30679608415528,36.78310280365243,2018.0,3.0,2/C/,0.25504714,0,1,2CJJV6qEkcfSMqT_OOuTrw_0
2FvCvEji2ye6Yjv04EusTg,-1.208751226125065,36.87299082421525,2018.0,2.0,2/f/,0.69392055,0,1,2FvCvEji2ye6Yjv04EusTg_0
2KbhxUSH6Rd9wKvTSO5hmA,-1.403859112729509,36.77346365135484,2022.0,2.0,2/K/,0.45233253,0,1,2KbhxUSH6Rd9wKvTSO5hmA_0
2LL1VHux3YxzhmLIMkZkFQ,-1.275609123808798,36.84585567684728,2018.0,1.0,2/L/,0.394083,0,1,2LL1VHux3YxzhmLIMkZkFQ_0
2N4qmz9BYB1ysasS-ndQEg,-1.311812121181128,36.89199651006628,2018.0,4.0,2/N/,0.3772673,0,1,2N4qmz9BYB1ysasS-ndQEg_0
2NJpsykaXmc4H01nih4LIQ,-1.284796784554405,36.65182451758329,2021.0,8.0,2/N/,0.36055467,0,1,2NJpsykaXmc4H01nih4LIQ_0
2QBHD5fgd3th9_29FR7bSg,-1.20738515372852,36.82309492959167,2021.0,8.0,2/Q/,0.5886608,0,1,2QBHD5fgd3th9_29FR7bSg_0
2QDtxHui9jH9kThXfxnv0A,-1.25427501407918,36.93626528934944,2021.0,8.0,2/Q/,0.45690453,0,1,2QDtxHui9jH9kThXfxnv0A_0
2R2yc2b6dZO_LMKWsbeQ7w,-1.494121823620753,36.96914693055194,2022.0,3.0,2/r/,0.5081811,0,1,2R2yc2b6dZO_LMKWsbeQ7w_0
2T5jQTUXLnRv6sFKtYKNug,-1.279283347483599,36.83316790944847,2021.0,8.0,2/t/,0.26356766,0,1,2T5jQTUXLnRv6sFKtYKNug_0
2b5OMmoSGj5CNzFS6Ue2GA,-1.2297949445614,36.89441670118122,2021.0,9.0,2/B/,0.32537666,0,1,2b5OMmoSGj5CNzFS6Ue2GA_0
2gd7xvqWKZ_Br_JI7KsAaQ,-1.320578478004651,36.87234669878556,2018.0,1.0,2/g/,0.49807718,0,1,2gd7xvqWKZ_Br_JI7KsAaQ_0
2j4GENckjN5cXmoSKdxBwQ,-1.265643166941552,36.89857175648812,2018.0,2.0,2/j/,0.5145961,0,1,2j4GENckjN5cXmoSKdxBwQ_0
2nr0ddIdkeFjH0kPggFK4A,-1.254519818201877,36.71873003298485,2021.0,10.0,2/N/,0.3993359,0,1,2nr0ddIdkeFjH0kPggFK4A_0
2oaL38L9NpBNytDmqE2cSg,-1.281306532744945,36.71528767776839,2021.0,8.0,2/O/,0.48782378,0,1,2oaL38L9NpBNytDmqE2cSg_0
363QPzpiYWxJCEzxxOZ-IQ,-1.207074311221247,36.88184178550734,2021.0,9.0,3/6/,0.34710652,0,1,363QPzpiYWxJCEzxxOZ-IQ_0
3ED_odsx6-d234d9C3UGKA,-1.252278179487831,36.88655973413766,2021.0,8.0,3/e/,0.5505297,0,1,3ED_odsx6-d234d9C3UGKA_0
3FuqnSxLsc9gJoZHsCoAsA,-1.202962345368432,36.94526902166512,2021.0,9.0,3/f/,0.4443154,0,1,3FuqnSxLsc9gJoZHsCoAsA_0
3HOwQFKmy1Ll4h3mq5n4aA,-1.370534131284068,36.93757365440263,2021.0,8.0,3/H/,0.60222596,0,1,3HOwQFKmy1Ll4h3mq5n4aA_0
3L6aCQqRf5I33XCISEPp4w,-1.364231546221859,36.65570704175683,2018.0,4.0,3/L/,0.32078004,0,1,3L6aCQqRf5I33XCISEPp4w_0
3MfGCRP3nxgH8uvKjzQ59Q,-1.373426532677483,36.64816747092547,2018.0,4.0,3/m/,0.30729234,0,1,3MfGCRP3nxgH8uvKjzQ59Q_0
3NImJaF8nBE-aBVwWKrfoA,-1.284636115757229,36.83907689750799,2018.0,2.0,3/N/,0.32038912,0,1,3NImJaF8nBE-aBVwWKrfoA_0
3QxbXTOdpYVU8e6RDjkUHw,-1.228399259646276,36.96856390350683,2022.0,2.0,3/Q/,0.30320594,0,1,3QxbXTOdpYVU8e6RDjkUHw_0
3YiwMQhRPfNumOBS9OKn1g,-1.253756477417415,36.9598854977606,2018.0,2.0,3/y/,0.35463592,0,1,3YiwMQhRPfNumOBS9OKn1g_0
3cABBJ_jluQCadEKTB-nTA,-1.320305276558615,36.87196434155506,2018.0,1.0,3/C/,0.32618618,0,1,3cABBJ_jluQCadEKTB-nTA_0
3gfan-VZ3USV07-pVtMgGA,-1.275035048408505,36.95623472727131,2021.0,7.0,3/g/,0.36840636,0,1,3gfan-VZ3USV07-pVtMgGA_0
3tbGBUohf378TWLwZHxrdA,-1.279788188926648,36.81189524774443,2021.0,7.0,3/t/,0.37622124,0,1,3tbGBUohf378TWLwZHxrdA_0
3y6La_7cyCGUh0C-fAZRnQ,-1.206767096626169,36.88942228194003,2018.0,2.0,3/y/,0.4866976,0,1,3y6La_7cyCGUh0C-fAZRnQ_0
49uie8TNQRwTfDlmVB25nA,-1.216468181106336,36.82255961595705,2022.0,1.0,4/9/,0.5623086,0,1,49uie8TNQRwTfDlmVB25nA_0
4Aia9AlxuCul-WzvDe6d-A,-1.475333343283409,36.97197518511971,2022.0,3.0,4/a/,0.44276768,0,1,4Aia9AlxuCul-WzvDe6d-A_0
4Bq4WTgCZmG-6d9PVBfMIg,-1.307475574993569,36.89502354183204,2018.0,4.0,4/B/,0.32478592,0,1,4Bq4WTgCZmG-6d9PVBfMIg_0
4PlwnZLTUUDsuF9guseQ6w,-1.325413327333713,36.83611991675289,2021.0,7.0,4/P/,0.49244767,0,1,4PlwnZLTUUDsuF9guseQ6w_0
4bGnLjKNVCN24NAYnp1cgw,-1.253475213397971,36.87055137561944,2021.0,8.0,4/B/,0.32693654,0,1,4bGnLjKNVCN24NAYnp1cgw_0
4lTrQwiqGwM6RVDXWPyU9Q,-1.265486727821342,36.83800961901487,2018.0,2.0,4/L/,0.3466984,0,1,4lTrQwiqGwM6RVDXWPyU9Q_0
4uo6iT-FDw7TUGFGh_R7Ag,-1.183155786857094,36.87963187416056,2021.0,9.0,4/U/,0.28961423,0,1,4uo6iT-FDw7TUGFGh_R7Ag_0
4ze4X5F13mHql8OotTdemg,-1.284843474139036,36.81821207160454,2017.0,12.0,4/Z/,0.26793188,0,1,4ze4X5F13mHql8OotTdemg_0
4zo8qhEt2QlycwBkcmBo_A,-1.264836092956401,36.89812183857633,2018.0,2.0,4/Z/,0.26222464,0,1,4zo8qhEt2QlycwBkcmBo_A_0
59MdzWrVVV1lSmFxhiQl5A,-1.206581924302689,36.95482567969393,2021.0,9.0,5/9/,0.3465422,0,1,59MdzWrVVV1lSmFxhiQl5A_0
59VrNH63HpuTZcnCSKCbQw,-1.328695505136833,36.83652824765383,2021.0,9.0,5/9/,0.5692014,0,1,59VrNH63HpuTZcnCSKCbQw_0
5D-pqcCMyDfnfmP89l7ohg,-1.304670343408691,36.77148714052343,2018.0,1.0,5/d/,0.4675622,0,1,5D-pqcCMyDfnfmP89l7ohg_0
5HyHHGb85Ec1kd2F7N9wCA,-1.254959614802832,36.90915728383974,2018.0,1.0,5/H/,0.35329244,0,1,5HyHHGb85Ec1kd2F7N9wCA_0
5TtEsrTHiPquHxesk5-iwQ,-1.175575373446345,36.63459198720815,2021.0,10.0,5/t/,0.3236796,0,1,5TtEsrTHiPquHxesk5-iwQ_0
5UN4CiXg4PTBQcVBvgWDDA,-1.269870673113651,36.89874038268074,2018.0,2.0,5/U/,0.3109333,0,1,5UN4CiXg4PTBQcVBvgWDDA_0
5atltf9_Jx3b2quVOqPZOg,-1.259674786842814,36.95171542982304,2018.0,2.0,5/a/,0.39581648,0,1,5atltf9_Jx3b2quVOqPZOg_0
5cqBIezI9MWYZFFJGGONsA,-1.294527569756432,36.84138090495137,2021.0,8.0,5/C/,0.52529925,0,1,5cqBIezI9MWYZFFJGGONsA_0
5cwYWkxTUEBtNKHxVw8CUA,-1.333121952252169,36.88654102216244,2021.0,10.0,5/C/,0.48221034,0,1,5cwYWkxTUEBtNKHxVw8CUA_0
5k3DFKEosFkU3oc46nLSgA,-1.297739632547507,36.75296722254416,2018.0,1.0,5/K/,0.31352875,0,1,5k3DFKEosFkU3oc46nLSgA_0
5mcVTbGLIloeKfmmlexNYA,-1.229010603558828,36.68416706439339,2021.0,8.0,5/m/,0.3033577,0,1,5mcVTbGLIloeKfmmlexNYA_0
5qD6CxXswYQHnqNeVKSTNg,-1.310759143903643,36.88801129288587,2018.0,4.0,5/Q/,0.31858903,0,1,5qD6CxXswYQHnqNeVKSTNg_0
5slYpCeBWMipQqAuutxDMg,-1.303120357882322,36.78150896744231,2018.0,3.0,5/s/,0.52417845,0,1,5slYpCeBWMipQqAuutxDMg_0
5wvaG1TJJPgmGKh2nt0ENA,-1.217472238760483,36.90157045499435,2021.0,9.0,5/w/,0.37953338,0,1,5wvaG1TJJPgmGKh2nt0ENA_0
63eel4uRjiLt6Apie_SSpQ,-1.282674710510785,36.84001449006494,2018.0,2.0,6/3/,0.25846744,0,1,63eel4uRjiLt6Apie_SSpQ_0
65i3h8IqhWzNh00zrPSq9w,-1.265180638104285,36.91718049843119,2021.0,8.0,6/5/,0.68055713,0,1,65i3h8IqhWzNh00zrPSq9w_0
67NlaYfckO4KjWdt4u9RgQ,-1.257700808888673,36.84370060701158,2021.0,7.0,6/7/,0.2709969,0,1,67NlaYfckO4KjWdt4u9RgQ_0
6IJFbTAne1KX6wFlq9Kz4g,-1.211947537818978,36.89785662942575,2018.0,2.0,6/i/,0.5290483,0,1,6IJFbTAne1KX6wFlq9Kz4g_0
6MVWMZr9n-bLlFxnfmiFbg,-1.285311294787254,36.83564079028233,2021.0,8.0,6/m/,0.5448126,0,1,6MVWMZr9n-bLlFxnfmiFbg_0
6XSi8M6PIwvKLfHGU5wQXw,-1.309510947467344,36.89056021219228,2018.0,4.0,6/x/,0.4719834,0,1,6XSi8M6PIwvKLfHGU5wQXw_0
6Z5Fi-dUnqdtwKmrvBnv1g,-1.205752729098416,36.89991443693945,2021.0,9.0,6/Z/,0.26673058,0,1,6Z5Fi-dUnqdtwKmrvBnv1g_0
6cl4VJT4I4lVkzzrOtJ2xA,-1.288126515737514,36.84526239020768,2018.0,1.0,6/C/,0.40266603,0,1,6cl4VJT4I4lVkzzrOtJ2xA_0
6dmjw6XPtV_x-GmKnPgiRg,-1.263786772026887,36.79955750660846,2021.0,7.0,6/d/,0.43519157,0,1,6dmjw6XPtV_x-GmKnPgiRg_0
6oVZVtAqBUOIqYZYV3CIcQ,-1.32469398645625,36.88614429433819,2018.0,4.0,6/O/,0.496254,0,1,6oVZVtAqBUOIqYZYV3CIcQ_0
6qfAoaAnLsUoUTcYOo8c_Q,-1.275638143321693,36.8860930002451,2018.0,2.0,6/Q/,0.72695404,0,1,6qfAoaAnLsUoUTcYOo8c_Q_0
6rMzezK9KF9QQwN2h7sPsQ,-1.211817048514764,36.90794292868517,2021.0,9.0,6/r/,0.280859,0,1,6rMzezK9KF9QQwN2h7sPsQ_0
6rzE7JtGqroyw95MuNTd8A,-1.282432265221769,36.83075079567723,2021.0,8.0,6/r/,0.32334307,0,1,6rzE7JtGqroyw95MuNTd8A_0
6s-HE_E949owqUrHWVwDaQ,-1.29987078440487,36.81236302701818,2018.0,3.0,6/s/,0.519019,0,1,6s-HE_E949owqUrHWVwDaQ_0
6tNIs-odBMrBYWiujj3dOQ,-1.259003494578603,36.92571763392367,2021.0,9.0,6/t/,0.54797745,0,1,6tNIs-odBMrBYWiujj3dOQ_0
6ydxQMOmCXv8cTBOl861Vg,-1.212095439777611,36.9356444372263,2021.0,9.0,6/y/,0.26770127,0,1,6ydxQMOmCXv8cTBOl861Vg_0
71bi-l6ZNx9CAes4suTvIg,-1.204169587288459,36.92269572370662,2021.0,9.0,7/1/,0.27274448,0,1,71bi-l6ZNx9CAes4suTvIg_0
72W8X5WkteWFNBbLvD5iNA,-1.303882601684363,36.85708049871449,2018.0,2.0,7/2/,0.4225002,0,1,72W8X5WkteWFNBbLvD5iNA_0
756sCjdksDZHF-4PoVWVrw,-1.312499282139407,36.84335727140274,2021.0,7.0,7/5/,0.44899222,0,1,756sCjdksDZHF-4PoVWVrw_0
79J1CydVtSnv9afIdU6Ong,-1.362538294576554,36.94233419016448,2021.0,8.0,7/9/,0.27581525,0,1,79J1CydVtSnv9afIdU6Ong_0
7Beamy3VF3zqLJ5BwtCRng,-1.235485315606294,36.92969128899755,2022.0,2.0,7/B/,0.5762162,0,1,7Beamy3VF3zqLJ5BwtCRng_0
7CwL-jLfwMyJJYxWuIPXXA,-1.387901588318236,36.76138906471324,2022.0,2.0,7/C/,0.4324008,0,1,7CwL-jLfwMyJJYxWuIPXXA_0
7OP_2fH_vOJAXL8r13cRKA,-1.154518051366595,36.945610733108,2021.0,12.0,7/O/,0.5071206,0,1,7OP_2fH_vOJAXL8r13cRKA_0
7PU1XNCZ60j1MK8TVQ94UA,-1.200983051974438,36.91213208597681,2018.0,2.0,7/P/,0.44617075,0,1,7PU1XNCZ60j1MK8TVQ94UA_0
7W4d0KSjFKKVXbf5yCGmNA,-1.282380334381559,36.89242882185692,2018.0,1.0,7/w/,0.5215275,0,1,7W4d0KSjFKKVXbf5yCGmNA_0
7g7DEAtbkxlYaYXp-TVr6g,-1.25590705077808,36.70003552213102,2021.0,8.0,7/g/,0.49385604,0,1,7g7DEAtbkxlYaYXp-TVr6g_0
7gbqSXvXEtTTfOyErFrPPA,-1.254161329096122,36.7927407006736,2021.0,7.0,7/g/,0.25625166,0,1,7gbqSXvXEtTTfOyErFrPPA_0
7m-i2Nwrdle6u_uQRBzCtA,-1.363499213841835,36.65975812389095,2018.0,4.0,7/m/,0.3755842,0,1,7m-i2Nwrdle6u_uQRBzCtA_0
7n9sdRsDWThcbB-ZMVPpKw,-1.174426695924901,36.63256286778654,2021.0,10.0,7/N/,0.36387113,0,1,7n9sdRsDWThcbB-ZMVPpKw_0
7nR6AXVKoFSGgHI9_9wI7A,-1.247401747340226,36.91452823217885,2018.0,2.0,7/N/,0.4053808,0,1,7nR6AXVKoFSGgHI9_9wI7A_0
7p33pjtC1xuFQX2Bz33Jwg,-1.172701118658251,36.91476113994561,2018.0,2.0,7/P/,0.29021865,0,1,7p33pjtC1xuFQX2Bz33Jwg_0
7r51hjqYD1nlhbcxPiWmgg,-1.173892832443902,36.82764506191575,2018.0,5.0,7/r/,0.36665246,0,1,7r51hjqYD1nlhbcxPiWmgg_0
7v84CJFCmudr2_HQOVhVMg,-1.310278717208549,36.88688317151777,2021.0,8.0,7/v/,0.40267208,0,1,7v84CJFCmudr2_HQOVhVMg_0
86imePi2Bb3eKiLVzBU6pQ,-1.230963723319312,36.92392747066663,2021.0,7.0,8/6/,0.28038925,0,1,86imePi2Bb3eKiLVzBU6pQ_0
8CZHbzssjSHLSwyKR3vDiw,-1.296521168389495,36.8456059632881,2021.0,9.0,8/C/,0.31717736,0,1,8CZHbzssjSHLSwyKR3vDiw_0
8E6xaiQ70NxLJNh4lDS3IQ,-1.28324499390711,36.95031285507979,2021.0,8.0,8/e/,0.66297185,0,1,8E6xaiQ70NxLJNh4lDS3IQ_0
8EJLdgXWSPro9xw42BobTQ,-1.333788868656526,36.67498017238458,2018.0,4.0,8/e/,0.2666768,0,1,8EJLdgXWSPro9xw42BobTQ_0
8F9Nmj1C08teg3qN3aZnlQ,-1.280154965848343,36.89612568949184,2021.0,7.0,8/f/,0.60132384,0,1,8F9Nmj1C08teg3qN3aZnlQ_0
8FdGAAjBhifo_dHitHE8yw,-1.255286493475714,36.86858337330774,2021.0,8.0,8/f/,0.5666639,0,1,8FdGAAjBhifo_dHitHE8yw_0
8WCPfl9sYQjiPKyjMBSwWA,-1.319821486942175,36.87569301954421,2021.0,8.0,8/w/,0.28072625,0,1,8WCPfl9sYQjiPKyjMBSwWA_0
8XoVIoMdOU7jIilg_dnBFg,-1.233087200828806,36.92273034021316,2021.0,9.0,8/x/,0.54141545,0,1,8XoVIoMdOU7jIilg_dnBFg_0
8gJmR_tV9hSIo8tnT-RL_A,-1.324702059580414,36.88545662223079,2018.0,4.0,8/g/,0.38037065,0,1,8gJmR_tV9hSIo8tnT-RL_A_0
8iQl9YmkW0YlXcjvRCQtVA,-1.354844773016935,36.65654692935362,2018.0,4.0,8/i/,0.27426177,0,1,8iQl9YmkW0YlXcjvRCQtVA_0
8j4thnVqlA1UR0A2Zg4SDQ,-1.303158075424553,36.88143395208553,2018.0,1.0,8/j/,0.5196595,0,1,8j4thnVqlA1UR0A2Zg4SDQ_0
8jnDIJXbLK6chknV7jW3qQ,-1.268441195461273,36.84137688104905,2018.0,2.0,8/j/,0.39823902,0,1,8jnDIJXbLK6chknV7jW3qQ_0
8pCm57w3AokIiKfdUe6EIg,-1.202684603817756,36.89150371419483,2021.0,9.0,8/P/,0.31300065,0,1,8pCm57w3AokIiKfdUe6EIg_0
8xsU0EjWrPGXjXhq9CAguw,-1.206914952873719,36.93025723740551,2021.0,9.0,8/x/,0.53120685,0,1,8xsU0EjWrPGXjXhq9CAguw_0
9-RT319UHi4-3_qjYBoMhw,-1.309015064831941,36.88720242193804,2018.0,4.0,9/-/,0.4085121,0,1,9-RT319UHi4-3_qjYBoMhw_0
91_cD0_iCyhHrJ4gyd4yuA,-1.292609464600191,36.79764660628884,2018.0,3.0,9/1/,0.4870441,0,1,91_cD0_iCyhHrJ4gyd4yuA_0
932T3zqIynCAgLYBq-lguA,-1.258026136246797,36.8169326326904,2018.0,2.0,9/3/,0.31532404,0,1,932T3zqIynCAgLYBq-lguA_0
93Qy-aJ1qYvPdVYYS-MhmQ,-1.276832521486701,36.99503750753329,2021.0,8.0,9/3/,0.36620462,0,1,93Qy-aJ1qYvPdVYYS-MhmQ_0
97imu-oLtvWuUlv6R1NfSA,-1.234750122156113,36.92886393017501,2022.0,2.0,9/7/,0.41434613,0,1,97imu-oLtvWuUlv6R1NfSA_0
98--YFHw1Qcp3LG6VGocYQ,-1.267028110650427,36.88467070337107,2018.0,2.0,9/8/,0.27544683,0,1,98--YFHw1Qcp3LG6VGocYQ_0
9M4Y_k5sC-cG4ygmX05Q2w,-1.326432899858354,36.77695566509201,2017.0,12.0,9/m/,0.29005492,0,1,9M4Y_k5sC-cG4ygmX05Q2w_0
9OYKSRIhSLHAaj3dkgUOJw,-1.221617904419095,36.89449695706821,2021.0,9.0,9/O/,0.50429434,0,1,9OYKSRIhSLHAaj3dkgUOJw_0
9SNqZvAXkAsctbdOTIpFbQ,-1.251575268853055,36.8878800653411,2018.0,2.0,9/s/,0.41379762,0,1,9SNqZvAXkAsctbdOTIpFbQ_0
9Xh96WvauMPoE7iYXBRKmw,-1.300272732407167,36.88886808235163,2018.0,4.0,9/x/,0.30866584,0,1,9Xh96WvauMPoE7iYXBRKmw_0
9dG7Lkrl94KEMOMoGl_rOw,-1.303135777164546,36.78952226362107,2021.0,8.0,9/d/,0.2827905,0,1,9dG7Lkrl94KEMOMoGl_rOw_0
9m3foMhosqcq0HbGvfA2Mw,-1.214268308439536,36.88665780778952,2018.0,2.0,9/m/,0.3342923,0,1,9m3foMhosqcq0HbGvfA2Mw_0
9rRuIuQCFQMTqdfktP1HZw,-1.228707522941206,36.66803141529962,2021.0,11.0,9/r/,0.4433982,0,1,9rRuIuQCFQMTqdfktP1HZw_0
9thnSk3FS_5GlAZlVmYedA,-1.3908613460166,36.73063753611733,2022.0,2.0,9/t/,0.2505557,0,1,9thnSk3FS_5GlAZlVmYedA_0
A5mNrb5SpAKaj5FvXeCTog,-1.271597690701666,36.85197179356468,2018.0,1.0,a/5/,0.42258024,0,1,A5mNrb5SpAKaj5FvXeCTog_0
A9w2UVyMx_FGNJlD4qYhaQ,-1.262412499548619,36.88571153521026,2018.0,2.0,a/9/,0.25278312,0,1,A9w2UVyMx_FGNJlD4qYhaQ_0
AEYc7f3spBeJU7bdXmRHUA,-1.392733984694306,36.74830642617782,2018.0,1.0,a/e/,0.27634946,0,1,AEYc7f3spBeJU7bdXmRHUA_0
ATj50nJ3ZS_scp4xWe4r3w,-1.283545738555089,36.81756122400489,2021.0,7.0,a/t/,0.3428171,0,1,ATj50nJ3ZS_scp4xWe4r3w_0
ATkiPEf-Gpg96JdeK2zXNQ,-1.256638924046531,36.80696596886067,2017.0,12.0,a/t/,0.2693802,0,1,ATkiPEf-Gpg96JdeK2zXNQ_0
AiwSnTENpfVlhO_MUEZwAw,-1.261949910639873,36.86764532347991,2018.0,1.0,a/i/,0.35939336,0,1,AiwSnTENpfVlhO_MUEZwAw_0
Aj-2JvxFzptXn8mrPG_oWw,-1.285335858012197,36.89068191535802,2021.0,8.0,a/j/,0.62000597,0,1,Aj-2JvxFzptXn8mrPG_oWw_0
Ar6X4Qe4m3cye3APAQN51w,-1.321748308155125,36.88411564721589,2018.0,4.0,a/r/,0.30763724,0,1,Ar6X4Qe4m3cye3APAQN51w_0
Ar__HdEzsCCZfgydEgOCHg,-1.240994988704176,36.90821064481461,2018.0,2.0,a/r/,0.5085553,0,1,Ar__HdEzsCCZfgydEgOCHg_0
Aucr54gFjKPv26YsP5_wOg,-1.253447123105001,36.92273944550008,2018.0,2.0,a/U/,0.31896013,0,1,Aucr54gFjKPv26YsP5_wOg_0
AvPQt0fgoMNqA0UzG2lCgQ,-1.266672888358107,36.83972624136729,2021.0,8.0,a/v/,0.68997514,0,1,AvPQt0fgoMNqA0UzG2lCgQ_0
B47rth-LQpIv4M5QefvJ1Q,-1.299638349577967,36.91063423948658,2021.0,7.0,B/4/,0.27049085,0,1,B47rth-LQpIv4M5QefvJ1Q_0
B5qRlrislUWdifh629pkpA,-1.284652568737552,36.95067865047688,2021.0,8.0,B/5/,0.2980585,0,1,B5qRlrislUWdifh629pkpA_0
BDToYlN8sZ5oAOXNEUCezw,-1.293499563755778,36.89881612074242,2018.0,4.0,B/d/,0.53954726,0,1,BDToYlN8sZ5oAOXNEUCezw_0
BPbkOERHg007W5pS-FcUfA,-1.346995793310796,36.87858664334988,2018.0,10.0,B/P/,0.49843273,0,1,BPbkOERHg007W5pS-FcUfA_0
BTZ9rKBtM19SUfihx58RDw,-1.214050525566109,36.89351976592497,2021.0,9.0,B/t/,0.36315688,0,1,BTZ9rKBtM19SUfihx58RDw_0
BZtnojygg6bcUEEmgP8-ww,-1.484592232936394,36.96278207615489,2022.0,3.0,B/Z/,0.4347303,0,1,BZtnojygg6bcUEEmgP8-ww_0
BcFlFqRVR_FjeV_woy3MZw,-1.253868175121705,36.92476620500133,2018.0,2.0,B/C/,0.40990755,0,1,BcFlFqRVR_FjeV_woy3MZw_0
BgVCsNpRZMznqqL798FTAg,-1.155367307228,36.93371566132949,2021.0,12.0,B/g/,0.35336065,0,1,BgVCsNpRZMznqqL798FTAg_0
BnQCZ_LrlHiWODqW4JydQg,-1.155977858269626,36.94310317200645,2018.0,5.0,B/N/,0.59578496,0,1,BnQCZ_LrlHiWODqW4JydQg_0
